OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA,GarageFinish_Unf,SalePrice
5,1982,1982,840,860,860,1,4,2,528,1.0,0.0,0.0,1.0,1.0,137000
5,1968,2003,1437,1473,1473,1,5,1,452,1.0,0.0,1.0,0.0,1.0,143000
5,1930,1960,742,779,935,1,4,1,308,1.0,0.0,0.0,1.0,1.0,79500
7,2004,2004,770,770,1582,2,6,2,520,0.0,0.0,0.0,0.0,0.0,185900
10,2008,2008,1722,1728,2296,2,10,3,842,0.0,1.0,1.0,0.0,0.0,451950
5,1982,2003,816,816,816,1,4,2,816,1.0,0.0,0.0,1.0,0.0,138000
6,2003,2003,848,848,848,1,4,2,420,0.0,0.0,0.0,0.0,0.0,140000
5,1975,1975,924,924,924,1,5,1,280,1.0,0.0,0.0,1.0,1.0,110000
8,2005,2006,1814,1826,1826,2,7,3,758,0.0,0.0,0.0,0.0,0.0,319000
6,1910,1993,684,684,1368,1,7,1,216,1.0,0.0,0.0,1.0,1.0,114504
7,2006,2007,1258,1402,1402,0,7,3,648,0.0,1.0,0.0,0.0,0.0,194201
5,1977,1977,1430,1647,1647,2,7,2,621,1.0,0.0,0.0,0.0,0.0,217500
6,1980,1980,716,716,1556,2,6,2,452,1.0,0.0,0.0,1.0,0.0,151000
8,2005,2005,1058,1058,1904,2,8,2,736,0.0,0.0,1.0,0.0,0.0,275000
6,1937,1950,780,780,1375,1,6,1,544,1.0,0.0,0.0,0.0,1.0,141000
8,1992,1992,908,927,1915,2,8,2,506,0.0,0.0,0.0,0.0,0.0,220000
7,2004,2005,600,600,1200,2,4,2,480,0.0,0.0,0.0,0.0,0.0,151000
7,2002,2002,1494,1494,1494,2,6,2,530,0.0,0.0,0.0,0.0,0.0,221000
7,1965,1990,768,1186,1986,2,7,2,486,1.0,0.0,0.0,1.0,1.0,205000
5,1996,1996,1040,1040,1040,1,6,2,576,1.0,0.0,0.0,0.0,1.0,152000
5,1948,2002,896,1112,2008,3,8,1,230,1.0,0.0,1.0,0.0,1.0,225000
8,1934,1998,965,1940,3194,2,10,2,380,1.0,0.0,0.0,1.0,1.0,359100
4,1961,1961,1029,1029,1029,1,5,1,261,1.0,0.0,0.0,1.0,1.0,118500
9,2000,2000,1440,1476,2153,2,8,3,736,0.0,1.0,1.0,0.0,0.0,313000
6,1978,1978,1032,1032,1032,2,6,2,564,1.0,0.0,0.0,1.0,1.0,148000
8,2001,2001,1299,1299,1872,2,7,2,531,0.0,0.0,1.0,0.0,0.0,261500
5,2007,2007,1120,1120,1120,1,6,0,0,1.0,0.0,0.0,1.0,1.0,147000
4,1972,1972,630,630,630,1,3,0,0,1.0,0.0,0.0,1.0,1.0,75500
6,1963,1963,936,1054,1054,1,6,2,480,1.0,0.0,0.0,0.0,0.0,137500
6,2002,2003,783,807,1509,2,7,2,393,0.0,0.0,0.0,0.0,0.0,183200
6,1954,1954,832,832,832,1,4,2,528,1.0,0.0,0.0,0.0,1.0,105500
9,2007,2007,1822,1828,1828,2,9,3,774,0.0,1.0,0.0,0.0,1.0,314813
8,2003,2003,1482,1482,2262,2,10,3,749,0.0,0.0,0.0,0.0,0.0,305000
3,1914,1950,864,864,864,1,5,0,0,1.0,0.0,0.0,1.0,1.0,67000
6,1974,1997,1522,1548,2614,2,9,2,624,1.0,0.0,0.0,1.0,0.0,240000
5,1977,1977,980,980,980,1,6,2,484,1.0,0.0,0.0,1.0,1.0,135000
6,2000,2000,756,756,1512,2,4,2,440,0.0,0.0,0.0,0.0,1.0,168500
6,1972,1972,732,1012,1790,1,8,2,484,1.0,0.0,0.0,1.0,0.0,165150
6,1962,1962,1116,1116,1116,1,5,2,440,1.0,0.0,0.0,1.0,1.0,160000
5,1960,1978,978,1422,1422,1,6,1,286,1.0,0.0,0.0,1.0,0.0,139900
6,1955,1972,1156,1520,1520,1,7,1,364,1.0,0.0,0.0,1.0,0.0,153000
5,1969,1969,1040,1040,2080,1,9,2,504,1.0,0.0,0.0,0.0,1.0,135000
6,1964,1964,1248,1350,1350,1,6,2,520,1.0,0.0,0.0,1.0,0.0,168500
5,1880,1991,636,1089,1750,1,8,1,240,1.0,0.0,1.0,0.0,1.0,124000
8,2006,2006,1554,1554,1554,2,6,2,627,0.0,0.0,0.0,0.0,0.0,209500
7,1977,1977,1386,1411,1411,2,6,2,544,1.0,0.0,0.0,1.0,0.0,82500
5,1954,2005,1056,1056,1056,1,6,1,260,1.0,0.0,0.0,1.0,1.0,139400
6,1980,1980,1056,1056,1056,0,4,2,576,1.0,0.0,0.0,1.0,1.0,144000
6,1914,1995,1440,1440,3395,2,14,0,0,0.0,0.0,0.0,0.0,1.0,200000
2,1936,1950,264,800,800,1,4,0,0,0.0,0.0,0.0,0.0,1.0,60000
5,1954,1954,811,811,1387,2,7,1,256,1.0,0.0,0.0,0.0,1.0,93000
5,1910,1950,796,796,796,1,4,0,0,1.0,0.0,0.0,1.0,1.0,85000
8,2006,2006,1520,1567,1567,2,7,3,648,0.0,0.0,1.0,0.0,0.0,264561
8,2003,2004,1518,1518,1518,1,6,2,588,0.0,1.0,1.0,0.0,0.0,274000
7,2001,2001,1057,1057,1929,2,7,2,650,0.0,0.0,0.0,0.0,0.0,226000
8,1972,1995,1952,2000,2704,2,9,2,538,0.0,0.0,1.0,0.0,0.0,345000
5,1969,1969,780,780,1620,2,7,2,462,1.0,0.0,0.0,1.0,0.0,152000
9,2009,2009,1766,1766,1766,2,7,3,478,0.0,1.0,1.0,0.0,0.0,370878
6,1971,1971,981,981,981,1,5,2,576,1.0,0.0,0.0,1.0,1.0,143250
5,1950,1950,0,1048,1048,1,7,2,420,1.0,0.0,0.0,1.0,1.0,98300
6,1953,1953,1094,1094,1094,1,5,2,495,1.0,0.0,0.0,1.0,0.0,155000
6,1966,1966,756,1051,1839,1,7,2,442,1.0,0.0,0.0,1.0,1.0,155000
4,1970,1970,630,630,630,1,3,0,0,1.0,0.0,0.0,1.0,1.0,84500
7,2007,2007,813,822,1665,2,7,2,562,0.0,0.0,0.0,0.0,0.0,205950
4,1940,1950,755,755,1510,1,7,1,296,1.0,0.0,0.0,1.0,1.0,108000
7,1996,1996,880,909,1716,2,7,2,512,0.0,0.0,0.0,0.0,0.0,191000
6,1906,1995,756,756,1469,1,7,1,216,1.0,0.0,0.0,1.0,1.0,135000
8,1995,1995,2109,2113,2113,2,7,3,839,0.0,0.0,0.0,0.0,0.0,350000
6,1971,1971,525,525,1092,1,6,1,264,1.0,0.0,0.0,1.0,1.0,88000
5,1959,2006,1053,1053,1053,1,5,1,312,0.0,0.0,0.0,0.0,0.0,145500
7,1931,2000,776,851,1502,1,6,1,270,1.0,0.0,0.0,1.0,0.0,149000
6,1948,1950,912,912,1458,1,6,1,330,1.0,0.0,0.0,1.0,1.0,97500
5,1964,1999,1486,1486,1486,1,7,2,480,1.0,0.0,0.0,1.0,0.0,167000
7,1976,1976,793,1142,1935,2,7,2,550,1.0,0.0,0.0,1.0,0.0,197900
8,1994,2005,1629,1686,2448,2,8,3,711,0.0,0.0,0.0,0.0,0.0,402000
6,1968,1968,1392,1392,1392,1,5,2,576,1.0,0.0,0.0,1.0,0.0,110000
4,1972,1972,1138,1181,1181,2,6,2,588,1.0,0.0,0.0,1.0,0.0,137500
8,2005,2006,2077,2097,2097,1,8,3,1134,0.0,1.0,1.0,0.0,0.0,423000
8,2000,2000,1406,1454,1936,2,7,2,504,0.0,0.0,0.0,0.0,0.0,230500
6,1965,1979,1021,1465,2380,2,7,2,596,1.0,0.0,0.0,1.0,1.0,129000
6,1994,1998,1408,1679,1679,2,7,2,575,1.0,0.0,0.0,0.0,0.0,193500
5,1956,1987,1188,1437,1437,1,6,2,576,1.0,0.0,0.0,1.0,1.0,168000
4,1922,1950,700,1180,1180,1,5,1,252,1.0,0.0,0.0,0.0,1.0,137500
6,2005,2005,738,738,1476,2,7,2,540,0.0,0.0,0.0,0.0,0.0,173500
6,1925,1950,672,697,1369,2,6,1,300,1.0,0.0,0.0,1.0,1.0,103600
6,1977,1977,1208,1208,1208,1,6,2,546,0.0,0.0,0.0,1.0,0.0,165000
6,1957,2004,1477,1839,1839,2,7,2,416,1.0,0.0,0.0,0.0,0.0,257500
6,1965,1965,1136,1136,1136,1,5,1,384,1.0,0.0,0.0,1.0,0.0,140000
6,1978,1978,855,855,1441,2,7,2,440,1.0,0.0,0.0,1.0,1.0,148500
4,1900,1950,1095,1095,1774,2,8,3,779,1.0,0.0,0.0,1.0,1.0,87000
5,1924,2006,768,792,792,1,5,1,240,0.0,0.0,0.0,0.0,1.0,109500
8,2008,2008,2046,2046,2046,2,7,3,834,0.0,1.0,0.0,0.0,0.0,372500
5,1961,1961,988,988,988,1,5,2,572,1.0,0.0,0.0,1.0,1.0,128500
6,1980,1980,923,923,923,2,5,1,264,1.0,0.0,0.0,1.0,0.0,143000
5,1932,2000,793,848,1520,1,6,1,281,1.0,0.0,0.0,1.0,1.0,159434
6,1996,1997,1291,1291,1291,1,6,2,431,1.0,0.0,0.0,0.0,1.0,173000
9,2002,2002,1626,1668,1668,2,7,3,702,0.0,0.0,0.0,0.0,0.0,285000
7,1998,1998,1195,1195,1839,2,7,2,486,0.0,0.0,0.0,1.0,0.0,221000
7,1984,1984,1190,1190,2090,2,6,2,577,0.0,0.0,0.0,0.0,0.0,207500
7,2007,2007,874,874,1761,3,7,2,578,0.0,0.0,0.0,0.0,0.0,227875
7,2004,2004,551,551,1102,2,4,2,480,0.0,0.0,0.0,0.0,1.0,148800
8,2007,2007,1419,1419,1419,2,7,2,567,0.0,0.0,0.0,0.0,0.0,392000
6,2005,2006,1362,1362,1362,2,6,2,460,0.0,0.0,0.0,0.0,0.0,194700
6,2004,2004,848,848,848,1,3,2,420,0.0,0.0,0.0,0.0,0.0,141000
10,1994,1995,2444,2444,4316,3,10,3,832,0.0,1.0,1.0,0.0,0.0,755000
7,1989,1990,1210,1238,2519,2,9,2,628,0.0,0.0,0.0,0.0,0.0,335000
5,1921,1968,1073,1073,1073,1,4,1,326,1.0,0.0,0.0,1.0,1.0,108480
5,1936,1950,927,1067,1539,1,5,2,576,1.0,0.0,0.0,1.0,1.0,141500
6,1987,1987,1112,1137,1137,2,5,2,551,1.0,0.0,0.0,0.0,1.0,176000
5,1921,1950,616,616,616,1,4,1,205,1.0,0.0,0.0,1.0,1.0,89000
5,1952,1952,980,1148,1148,1,6,1,308,1.0,1.0,0.0,1.0,1.0,123500
5,1965,2009,894,894,894,1,5,1,336,1.0,0.0,0.0,1.0,1.0,138500
7,2004,2004,1391,1391,1391,2,5,2,530,0.0,0.0,0.0,0.0,0.0,196000
8,2002,2002,1800,1800,1800,2,7,3,765,0.0,1.0,0.0,0.0,0.0,312500
7,1969,1969,1164,1164,1164,1,6,2,528,1.0,0.0,0.0,1.0,1.0,140000
8,2006,2006,1234,1264,2576,2,10,3,666,0.0,1.0,1.0,0.0,0.0,361919
5,1900,1996,360,1032,1812,2,8,2,672,1.0,0.0,0.0,0.0,1.0,140000
7,2004,2005,1473,1484,1484,2,7,2,606,0.0,0.0,0.0,0.0,0.0,213000
4,1930,1950,0,372,1092,2,7,0,0,0.0,0.0,0.0,0.0,1.0,55000
7,1971,2002,1643,1824,1824,2,5,2,739,1.0,0.0,0.0,0.0,1.0,302000
8,2006,2006,1324,1324,1324,2,6,2,550,0.0,0.0,0.0,0.0,0.0,254000
7,2007,2007,728,728,1456,2,8,2,400,0.0,0.0,0.0,0.0,0.0,179540
5,1966,1966,876,904,904,1,6,1,408,1.0,0.0,0.0,1.0,1.0,109900
3,1935,2003,270,729,729,1,5,0,0,0.0,0.0,0.0,1.0,1.0,52000
4,1900,1950,859,859,1178,1,7,1,384,1.0,0.0,0.0,1.0,0.0,102776
8,1988,1989,1228,1228,1228,2,5,2,472,0.0,0.0,0.0,0.0,0.0,189000
4,1970,1970,960,960,960,1,6,2,576,1.0,0.0,0.0,1.0,1.0,129000
6,1976,2005,725,725,1479,2,6,2,475,0.0,0.0,0.0,0.0,0.0,130500
6,1974,1974,1064,1350,1350,2,7,2,478,1.0,0.0,0.0,1.0,0.0,165000
7,1890,1998,718,1576,2554,1,8,2,704,1.0,0.0,0.0,1.0,1.0,159500
5,1973,2000,1176,1178,1178,1,5,2,439,1.0,0.0,0.0,0.0,1.0,157000
7,1993,1994,1311,1325,2418,2,9,3,983,0.0,0.0,0.0,0.0,0.0,341000
5,1969,1969,971,971,971,1,5,1,300,1.0,0.0,0.0,1.0,1.0,128500
8,1985,1985,1742,1742,1742,2,5,2,564,0.0,0.0,0.0,0.0,0.0,275000
6,2004,2004,848,848,848,1,3,2,420,0.0,0.0,0.0,0.0,0.0,143000
4,1970,1970,864,864,864,1,5,2,463,1.0,0.0,0.0,1.0,1.0,124500
4,1954,1972,941,997,1470,2,7,1,548,1.0,0.0,0.0,1.0,1.0,135000
9,2007,2008,1698,1698,1698,2,8,3,768,0.0,1.0,1.0,0.0,0.0,320000
4,1970,1970,864,864,864,1,5,2,660,1.0,0.0,0.0,0.0,1.0,120500
6,1988,2007,880,1680,1680,2,5,2,540,0.0,0.0,0.0,0.0,0.0,222000
7,2007,2007,1232,1232,1232,2,6,2,632,0.0,0.0,0.0,0.0,0.0,194500
5,1958,1958,1584,1776,1776,2,9,3,888,1.0,0.0,0.0,1.0,1.0,110000
4,1925,1950,780,848,1208,1,5,2,539,1.0,0.0,0.0,1.0,1.0,103000
8,1995,1996,1595,1616,1616,2,5,2,608,0.0,0.0,0.0,0.0,0.0,236500
7,2003,2003,868,1146,1146,2,6,2,438,0.0,1.0,0.0,0.0,0.0,187500
7,1998,1999,1153,1153,2031,2,8,2,541,0.0,0.0,0.0,0.0,0.0,222500
5,1961,1983,864,1144,1144,1,6,1,264,1.0,0.0,0.0,1.0,0.0,131400
5,1968,1968,948,948,948,1,6,1,300,1.0,0.0,0.0,1.0,1.0,108000
7,1914,1970,880,880,1768,1,6,2,320,1.0,0.0,0.0,1.0,1.0,163000
3,1950,1950,0,1040,1040,2,6,2,400,1.0,0.0,0.0,1.0,1.0,93500
8,2005,2005,893,901,1801,2,8,3,800,0.0,0.0,0.0,0.0,0.0,239900
5,1987,1988,1200,1200,1200,3,5,0,0,1.0,0.0,0.0,1.0,1.0,179000
7,2004,2004,864,864,1728,2,7,2,572,0.0,0.0,0.0,0.0,0.0,190000
5,1910,2002,264,768,1432,2,7,2,360,1.0,0.0,0.0,1.0,1.0,132000
6,1961,1996,912,912,912,1,5,1,288,1.0,0.0,0.0,0.0,1.0,142000
7,2000,2001,1349,1349,1349,2,6,2,539,1.0,0.0,0.0,1.0,1.0,179000
5,1963,1999,520,1464,1464,2,6,2,480,1.0,0.0,0.0,1.0,0.0,175000
8,1993,1993,1337,1337,1337,2,5,2,462,0.0,0.0,0.0,0.0,0.0,180000
8,1976,1996,1142,1175,2715,3,11,2,831,0.0,0.0,0.0,0.0,0.0,299800
7,2000,2000,952,980,2256,2,8,2,554,0.0,0.0,0.0,0.0,0.0,236000
7,1880,2003,1240,1320,2640,1,8,4,864,0.0,0.0,0.0,0.0,1.0,265979
7,1996,1996,1720,1720,1720,2,7,2,527,0.0,0.0,0.0,0.0,0.0,260400
4,1945,1950,0,1088,1529,2,9,1,240,1.0,0.0,0.0,1.0,1.0,98000
4,1910,2004,576,792,1140,1,7,0,0,1.0,0.0,0.0,1.0,1.0,96500
7,2003,2003,660,660,1320,2,6,2,400,0.0,0.0,0.0,0.0,0.0,162000
6,1997,1997,1479,1494,1494,2,6,2,576,1.0,0.0,0.0,0.0,0.0,217000
8,2005,2005,1030,1038,2098,2,8,3,878,0.0,0.0,1.0,0.0,0.0,275500
6,1969,2005,1026,1026,1026,1,5,2,440,1.0,0.0,0.0,0.0,0.0,156000
6,1999,1999,729,742,1471,2,6,2,440,1.0,0.0,0.0,1.0,1.0,172500
8,2007,2007,866,866,1768,2,7,2,578,0.0,0.0,0.0,0.0,0.0,212000
6,1978,1978,672,672,1386,2,6,2,440,1.0,0.0,0.0,1.0,0.0,158900
7,1999,1999,744,757,1501,2,6,2,440,1.0,0.0,0.0,1.0,1.0,179400
8,1995,1995,1318,1328,2531,2,9,3,752,0.0,0.0,0.0,0.0,0.0,290000
6,1959,1959,864,864,864,1,5,1,300,1.0,0.0,0.0,1.0,1.0,127500
5,1924,1950,1145,1301,1301,1,5,2,440,1.0,0.0,0.0,0.0,1.0,100000
7,2009,2009,756,764,1547,2,7,2,614,1.0,0.0,0.0,0.0,1.0,215200
8,1999,1999,1252,1268,2365,2,8,3,856,0.0,0.0,0.0,0.0,0.0,337000
8,1995,1996,1494,1494,1494,1,6,2,481,0.0,0.0,1.0,0.0,0.0,270000
9,2008,2008,1498,1506,1506,2,6,2,592,0.0,0.0,1.0,0.0,0.0,264132
7,1988,1988,980,980,1714,2,7,2,496,1.0,0.0,0.0,1.0,1.0,196500
6,1940,1985,983,983,1750,2,7,1,423,1.0,0.0,0.0,1.0,1.0,160000
7,2004,2005,1860,1836,1836,2,8,2,484,0.0,0.0,0.0,0.0,0.0,216837
8,2003,2003,1650,1690,3279,3,12,3,841,0.0,0.0,1.0,0.0,0.0,538000
5,1982,1982,858,858,858,1,5,2,576,1.0,0.0,0.0,1.0,1.0,134900
4,1951,1951,836,1220,1220,1,6,2,396,1.0,0.0,0.0,1.0,1.0,102000
6,1976,1976,1029,1117,1117,1,6,2,672,1.0,0.0,0.0,1.0,1.0,107000
5,1958,1958,912,912,912,1,5,1,275,1.0,0.0,0.0,1.0,0.0,114500
8,2006,2006,1935,1973,1973,2,9,3,895,0.0,0.0,0.0,0.0,0.0,395000
6,1998,1998,1204,1204,1204,2,5,2,412,1.0,1.0,0.0,1.0,0.0,162000
7,2005,2006,1614,1614,1614,2,7,3,865,0.0,0.0,0.0,0.0,0.0,221500
5,1974,1974,864,894,894,1,5,2,440,1.0,0.0,0.0,1.0,1.0,142500
5,1977,1977,0,2020,2020,2,10,2,630,1.0,0.0,0.0,1.0,1.0,144000
6,1977,1977,975,1004,1004,1,4,2,504,1.0,0.0,0.0,1.0,1.0,135000
7,1995,1996,1237,1253,1253,2,6,2,402,1.0,0.0,0.0,1.0,0.0,176000
6,1992,1992,761,810,1603,2,7,2,484,0.0,0.0,0.0,0.0,0.0,175900
7,2001,2002,1413,1430,1430,2,6,2,605,0.0,0.0,0.0,0.0,0.0,187100
5,1978,1978,1097,1110,1110,1,4,2,602,1.0,0.0,0.0,0.0,0.0,165500
6,1914,2001,742,742,1484,2,9,0,0,1.0,0.0,0.0,1.0,1.0,128000
6,1967,1967,1372,1342,1342,2,7,2,457,1.0,0.0,0.0,1.0,1.0,161500
5,1915,1950,686,966,1652,2,7,1,416,1.0,0.0,0.0,1.0,1.0,139000
7,2004,2004,956,956,2084,2,8,2,618,0.0,0.0,0.0,0.0,0.0,233000
4,1954,2000,901,901,901,1,4,1,281,1.0,0.0,0.0,1.0,1.0,107900
6,1966,2007,832,976,2087,2,9,2,444,1.0,0.0,0.0,0.0,0.0,187500
7,2005,2006,1145,1145,1145,2,5,2,397,0.0,0.0,0.0,0.0,0.0,160200
6,1976,1976,1029,1062,1062,1,5,2,539,1.0,0.0,0.0,1.0,0.0,146800
7,1996,1997,1117,1127,2013,2,8,2,455,0.0,0.0,0.0,1.0,1.0,269790
8,2007,2007,1496,1496,1496,2,7,2,474,0.0,0.0,0.0,0.0,0.0,225000
7,1994,1996,712,1086,1895,2,7,2,409,0.0,0.0,0.0,0.0,0.0,194500
6,1980,1981,650,888,1564,2,7,2,476,1.0,0.0,0.0,1.0,1.0,171000
6,1977,1977,660,1285,1285,1,7,2,528,1.0,0.0,0.0,1.0,0.0,143500
5,1953,1953,773,773,773,1,4,1,240,1.0,0.0,0.0,1.0,1.0,110000
9,2008,2009,1926,1966,3140,3,11,3,820,0.0,1.0,1.0,0.0,0.0,485000
5,1937,1950,731,981,1768,1,7,1,240,1.0,0.0,0.0,0.0,1.0,175000
6,1997,1997,616,616,1688,2,8,2,603,1.0,0.0,0.0,0.0,0.0,200000
4,1916,1990,1196,1196,1196,1,5,2,440,1.0,0.0,0.0,1.0,1.0,109900
7,2005,2005,728,728,1456,2,7,2,410,0.0,0.0,0.0,0.0,0.0,189000
9,2008,2009,1734,1734,2822,3,12,3,1020,0.0,1.0,1.0,0.0,0.0,582933
5,1954,1954,936,1128,1128,1,5,1,286,1.0,0.0,0.0,1.0,1.0,118000
7,2008,2008,1417,1428,1428,2,6,2,554,0.0,0.0,1.0,0.0,0.0,227680
5,1967,1967,980,980,980,2,6,1,384,1.0,0.0,0.0,1.0,0.0,135500
5,1923,2004,1324,1072,1576,1,6,2,528,1.0,0.0,0.0,0.0,0.0,223500
5,1966,1966,1024,1086,1086,1,6,2,484,1.0,0.0,0.0,1.0,0.0,159950
5,1898,1965,849,1075,2138,2,11,2,360,1.0,0.0,0.0,1.0,1.0,106000
6,1974,1999,1040,1309,1309,1,5,2,484,1.0,0.0,0.0,0.0,0.0,181000
6,2004,2004,848,848,848,1,4,2,420,0.0,0.0,0.0,0.0,0.0,144500
5,1952,1952,540,1044,1044,1,4,2,504,0.0,0.0,0.0,0.0,1.0,55993
6,1958,1958,1442,1442,1442,1,7,1,301,1.0,0.0,0.0,1.0,0.0,157900
5,1918,1950,686,686,1250,1,7,1,280,1.0,0.0,0.0,0.0,1.0,116000
7,1998,1998,1649,1661,1661,2,6,2,598,1.0,0.0,0.0,0.0,0.0,224900
5,1954,1954,1008,1008,1008,1,4,1,275,1.0,0.0,0.0,1.0,0.0,137000
8,2002,2002,1568,1689,1689,2,7,3,857,0.0,0.0,0.0,0.0,0.0,271000
6,1971,1971,1010,1052,1052,1,6,2,440,1.0,0.0,0.0,1.0,1.0,155000
7,2009,2010,1358,1358,1358,2,6,2,484,0.0,0.0,0.0,0.0,0.0,224000
7,2003,2003,798,798,1640,2,6,2,595,0.0,0.0,0.0,0.0,0.0,183000
4,1953,1953,936,936,936,1,4,2,576,0.0,0.0,0.0,1.0,1.0,93000
7,2003,2003,847,847,1733,2,7,2,433,0.0,0.0,0.0,0.0,0.0,225000
6,1940,1950,778,944,1489,2,7,1,240,1.0,0.0,0.0,1.0,1.0,139500
8,2006,2006,1489,1489,1489,2,7,2,776,0.0,0.0,0.0,0.0,0.0,232600
10,2007,2008,2078,2084,2084,2,7,3,1220,0.0,1.0,1.0,0.0,0.0,385000
5,1924,1950,784,784,784,1,5,0,0,1.0,0.0,0.0,0.0,1.0,109500
7,2001,2001,1454,1434,1434,2,6,2,527,0.0,0.0,0.0,0.0,0.0,189000
5,1967,1967,1013,1160,2126,2,7,2,538,1.0,0.0,0.0,1.0,0.0,185000
7,2005,2005,600,520,1223,2,4,2,480,0.0,0.0,0.0,0.0,0.0,147400
6,1957,1957,1392,1392,1392,1,6,2,458,1.0,0.0,0.0,1.0,0.0,166000
7,2005,2005,600,520,1200,2,4,2,480,1.0,0.0,0.0,0.0,0.0,151000
7,2003,2003,941,941,1829,2,7,2,613,0.0,0.0,0.0,0.0,0.0,237000
6,1964,1964,1516,1516,1516,1,6,2,472,1.0,0.0,0.0,1.0,0.0,167000
5,1961,1961,1144,1144,1144,1,6,2,456,1.0,0.0,0.0,1.0,1.0,139950
4,1950,1995,1067,1067,1067,2,4,2,436,1.0,0.0,0.0,0.0,1.0,128000
5,1948,1973,1559,1559,1559,1,5,2,812,1.0,0.0,0.0,1.0,1.0,153500
6,1973,1973,483,483,987,1,5,1,264,1.0,0.0,0.0,1.0,1.0,100000
5,1995,2006,1099,1099,1099,1,6,1,352,1.0,0.0,0.0,0.0,1.0,144000
5,1946,1995,768,768,1200,1,6,1,240,1.0,0.0,0.0,1.0,1.0,130500
6,1925,1950,672,810,1482,2,7,1,400,1.0,0.0,0.0,0.0,1.0,140000
5,1904,2002,650,958,1539,2,8,2,686,1.0,0.0,0.0,0.0,1.0,157500
6,1966,1966,1127,1165,1165,1,6,2,490,1.0,0.0,0.0,1.0,0.0,174900
5,1961,1961,1800,1800,1800,2,10,0,0,1.0,0.0,0.0,1.0,1.0,141000
5,1915,1950,876,876,1416,1,7,3,720,1.0,0.0,0.0,1.0,1.0,153900
5,1975,1981,1390,1701,1701,2,6,2,611,1.0,0.0,0.0,1.0,0.0,171000
7,1993,1993,740,1006,1775,2,7,2,425,0.0,0.0,0.0,0.0,1.0,213000
5,1972,1972,864,864,864,1,5,1,338,1.0,0.0,0.0,1.0,1.0,133500
6,1908,1997,907,1307,2358,3,10,2,360,1.0,0.0,0.0,1.0,1.0,240000
6,1976,1994,528,1094,1855,2,7,2,512,0.0,0.0,0.0,1.0,0.0,187000
6,2003,2003,848,848,848,1,3,2,420,0.0,0.0,0.0,0.0,0.0,131500
8,2003,2003,1273,1456,1456,2,7,2,400,0.0,0.0,0.0,0.0,0.0,215000
7,1941,1950,918,918,1646,2,7,1,240,1.0,0.0,0.0,1.0,1.0,164000
6,1964,1964,1127,1445,1445,1,7,2,645,1.0,0.0,0.0,1.0,0.0,158000
5,1955,1974,1763,1779,1779,1,6,2,454,1.0,0.0,0.0,1.0,1.0,170000
5,1962,2010,1040,1040,1040,1,6,1,260,1.0,0.0,0.0,1.0,1.0,127000
6,1978,1978,940,1026,1026,1,5,2,576,1.0,0.0,0.0,1.0,1.0,147000
6,1994,1995,702,702,1481,2,6,2,343,1.0,0.0,0.0,1.0,0.0,174000
7,1976,1976,1090,1370,1370,2,6,2,479,1.0,0.0,0.0,1.0,0.0,152000
6,1968,1984,1054,1512,2654,2,9,2,619,1.0,0.0,0.0,0.0,1.0,250000
7,1918,1998,912,912,1426,1,7,1,216,0.0,0.0,0.0,0.0,1.0,189950
5,1965,1965,1039,1039,1039,1,6,2,504,1.0,0.0,0.0,1.0,1.0,131500
6,1984,1985,1040,1097,1097,2,6,2,480,1.0,0.0,0.0,1.0,1.0,152000
5,1959,1959,1148,1148,1148,1,6,1,672,1.0,0.0,0.0,1.0,1.0,132500
7,2007,2008,1372,1372,1372,2,6,2,529,0.0,1.0,0.0,0.0,0.0,250580
5,1970,1970,1002,1002,1002,1,5,2,902,1.0,0.0,0.0,1.0,1.0,148500
8,2006,2007,1638,1646,1646,2,6,3,870,0.0,0.0,0.0,0.0,0.0,248900
4,1961,1961,1040,1120,1120,1,5,2,544,1.0,0.0,0.0,0.0,0.0,129000
5,1948,1950,0,1547,2320,2,7,2,672,1.0,0.0,0.0,1.0,1.0,169000
7,1993,1994,1050,1062,1949,2,8,2,574,0.0,0.0,0.0,0.0,0.0,236000
5,1962,1962,894,894,894,1,5,1,308,1.0,0.0,0.0,1.0,1.0,109500
6,1998,1998,804,804,1682,2,7,2,523,1.0,0.0,0.0,0.0,0.0,200500
5,1953,1996,105,910,910,1,5,2,414,0.0,0.0,0.0,0.0,1.0,116000
5,1949,1950,832,1036,1268,1,6,1,288,0.0,0.0,0.0,1.0,1.0,133000
5,1941,1950,676,676,1131,1,5,1,200,1.0,0.0,0.0,1.0,1.0,66500
8,2007,2007,1184,1184,2610,2,11,2,550,0.0,0.0,1.0,0.0,0.0,303477
4,1963,1963,1064,1040,1040,1,5,2,648,1.0,0.0,0.0,1.0,1.0,132250
9,2004,2005,1462,1462,2224,2,10,3,738,0.0,1.0,1.0,0.0,0.0,350000
5,1961,1995,1109,1155,1155,1,6,2,576,1.0,0.0,0.0,0.0,1.0,148000
5,1978,2005,864,864,864,1,6,1,336,0.0,0.0,0.0,1.0,1.0,136500
5,2005,2006,1090,1090,1090,1,5,2,450,1.0,1.0,0.0,1.0,0.0,157000
7,1990,1991,1156,1187,1717,2,7,2,400,0.0,0.0,0.0,0.0,0.0,187500
